Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area
Male,No,2,Graduate,No,550900,0,29700000,350,1,Rural
Male,Yes,0,Not Graduate,No,582300,339600,13500000,360,0,Urban
Male,Yes,1,Not Graduate,No,323500,212500,8300000,360,1,Urban
Male,Yes,2,Graduate,No,433400,357500,10800000,360,1,Semiurban
Male,Yes,2,Graduate,No,227400,0,10400000,360,,Rural
Male,Yes,0,Not Graduate,No,298200,0,19900000,360,0,Semiurban
Female,Yes,0,Graduate,,326800,424600,8000000,360,1,Rural
Female,Yes,2,Graduate,No,682500,0,18700000,360,1,Urban
Female,No,3+,Graduate,No,255300,0,27500000,360,1,Semiurban
Male,Yes,2,Graduate,No,333300,0,15800000,360,1,Rural
Male,Yes,1,Graduate,No,285500,0,10000000,360,,Semiurban
Female,No,3+,Graduate,No,236600,0,4000000,360,1,Semiurban
Male,No,,Not Graduate,No,900000,155800,12500000,360,1,Semiurban
Male,Yes,1,Graduate,No,378500,0,8000000,360,1,Rural
Male,No,0,Graduate,No,415000,270800,8000000,360,0,Rural
Male,Yes,0,Not Graduate,No,341800,0,13900000,360,1,Rural
Male,Yes,0,Graduate,No,625000,0,0,360,0,Rural
Male,Yes,1,Graduate,No,233300,0,5700000,360,0,Rural
Male,No,0,Not Graduate,No,380800,170700,10400000,360,0,Rural
Female,Yes,1,Not Graduate,No,378600,0,16500000,360,1,Semiurban
Male,Yes,0,Graduate,No,388100,0,15000000,360,1,Rural
Female,Yes,3+,Graduate,Yes,286800,0,10000000,360,1,Rural
Male,Yes,2,Not Graduate,No,289600,237400,9800000,360,1,Urban
Male,Yes,2,Graduate,No,1491100,0,13900000,360,1,Semiurban
Male,Yes,0,Graduate,No,476800,0,11000000,360,1,Semiurban
Male,Yes,0,Graduate,No,531600,0,10700000,360,1,Semiurban
Female,Yes,1,Graduate,No,279200,0,12800000,360,1,Urban
Male,No,2,Graduate,No,616600,0,12800000,360,1,Rural
Male,No,2,Graduate,No,341300,70900,18700000,360,1,Semiurban
Male,Yes,2,Graduate,No,433300,177500,13800000,360,0,Semiurban
Male,No,1,Graduate,No,350000,0,10800000,360,0,Rural
Male,Yes,,Graduate,No,583300,325000,39000000,300,1,Urban
Male,No,3+,Not Graduate,No,241200,0,12500000,360,1,Semiurban
Male,Yes,2,Graduate,No,1351800,1450700,13400000,360,,Urban
Male,No,0,Not Graduate,No,277300,0,17600000,360,1,Rural
Male,No,0,Graduate,No,236600,275500,6100000,360,1,Urban
Male,No,0,Graduate,No,266600,292500,14100000,360,,Semiurban
Male,No,0,Graduate,,400900,430900,10600000,360,1,Urban
Male,Yes,0,Graduate,No,260000,0,12500000,360,1,Rural
Male,Yes,0,Graduate,No,383300,0,46000000,360,1,Semiurban
Male,Yes,0,Graduate,No,298200,0,6100000,360,1,Rural
Male,Yes,3+,Graduate,No,450000,0,8000000,360,1,Semiurban
Male,Yes,0,Graduate,No,500000,0,12000000,360,1,Rural
Male,Yes,0,Graduate,Yes,390100,0,12200000,360,1,Rural
Male,No,2,Graduate,No,408300,0,15100000,180,1,Urban
Male,No,1,Graduate,No,7252900,0,13100000,360,1,Urban
Male,No,2,Graduate,No,224100,237400,12500000,6,1,Rural
Male,Yes,0,Not Graduate,No,445200,314500,13700000,180,1,Urban
Male,Yes,1,Graduate,Yes,448300,0,41200000,360,0,Semiurban
Female,Yes,,Not Graduate,No,278300,210800,12000000,180,,Semiurban
Male,Yes,1,Graduate,No,416600,0,21300000,360,1,Urban
Male,Yes,3+,Graduate,No,766600,0,12800000,480,1,Semiurban
Male,No,1,Not Graduate,No,179200,0,10500000,360,0,Semiurban
Male,Yes,1,Graduate,No,408300,0,15100000,180,1,Rural
Male,No,1,Graduate,No,531600,0,12500000,360,1,Rural
Male,Yes,2,Graduate,,240000,391700,19700000,360,1,Semiurban
Male,No,0,Graduate,Yes,650000,216600,6400000,360,0,Semiurban
Male,No,0,Graduate,No,350000,0,0,360,1,Urban
Female,No,0,Not Graduate,No,301500,347000,55000000,360,0,Urban
Male,Yes,1,Graduate,Yes,1217300,0,18700000,360,1,Urban
Female,No,0,Not Graduate,No,308300,271700,10100000,360,1,Rural
Male,Yes,1,Graduate,No,452300,0,12600000,360,1,Semiurban
Male,Yes,2,Graduate,No,175000,156000,10000000,480,,Urban
Male,Yes,1,Not Graduate,,476800,294500,11000000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,685800,0,19900000,360,1,Rural
Male,Yes,0,Not Graduate,No,363400,0,18100000,360,1,Semiurban
Male,Yes,0,Graduate,No,472700,247400,18500000,360,1,Semiurban
Female,Yes,3+,Graduate,Yes,243100,145600,0,360,1,Semiurban
Male,Yes,0,Graduate,No,695800,0,26000000,360,1,Rural
Male,No,0,Graduate,No,428300,202400,15000000,360,1,Rural
Male,Yes,0,Not Graduate,Yes,364300,70000,9000000,360,1,Semiurban
Male,Yes,2,Not Graduate,,228300,176800,17600000,120,,Rural
Male,Yes,0,Graduate,,433300,71700,10500000,360,1,Urban
Male,No,0,Graduate,No,151600,292500,17000000,360,1,Rural
Male,No,2,Graduate,No,436300,1450700,10200000,360,1,Semiurban
Male,Yes,,Not Graduate,No,279200,241600,7100000,360,1,Urban
Male,Yes,0,Graduate,No,616600,0,10000000,360,1,Semiurban
Male,Yes,0,Graduate,No,433300,237400,13500000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,323500,196300,15800000,360,0,Urban
Male,Yes,0,Graduate,No,750000,290000,11900000,240,1,Urban
Female,No,2,Not Graduate,No,635600,0,12500000,360,1,Semiurban
Male,No,0,Graduate,No,362100,135000,9000000,12,1,Rural
,Yes,0,Graduate,No,309100,271700,5000000,360,1,Semiurban
Male,No,3+,Graduate,No,0,0,14100000,360,1,Urban
Male,No,1,Graduate,No,210700,0,11900000,360,1,Urban
Male,Yes,,Graduate,No,130000,0,18700000,360,0,Semiurban
Male,Yes,1,Graduate,,318000,0,4600000,360,,Urban
Female,No,0,Graduate,,333300,0,18500000,360,1,Urban
Male,No,3+,Graduate,No,298200,252900,13800000,360,,Rural
,Yes,2,Graduate,No,307100,0,12000000,180,0,Rural
Male,Yes,2,Graduate,No,795000,0,11200000,360,1,Urban
,Yes,1,Graduate,,424300,177500,11000000,360,1,Rural
Male,No,0,Graduate,No,463500,0,13300000,360,0,Semiurban
Male,Yes,0,Graduate,No,448300,0,15900000,360,1,Semiurban
Male,No,1,Not Graduate,No,870600,196600,7200000,360,0,Rural
Male,No,3+,Not Graduate,No,350000,343500,8300000,360,,Semiurban
Male,Yes,0,Not Graduate,No,307600,430900,10800000,360,1,Urban
Male,Yes,,Not Graduate,No,176200,0,14300000,360,1,Rural
Male,Yes,1,Graduate,No,175000,111000,11000000,360,,Semiurban
Male,Yes,0,Graduate,,833400,127000,8000000,240,1,Urban
Female,Yes,2,Graduate,No,294200,424600,12600000,360,1,Rural
Male,Yes,0,Graduate,No,866700,0,11600000,360,1,Semiurban
Male,Yes,2,Graduate,No,200000,0,12500000,360,1,Urban
Male,Yes,2,Graduate,,679400,196300,16600000,360,1,Rural
Male,Yes,1,Not Graduate,No,466700,0,12500000,360,1,Urban
Male,Yes,1,Graduate,No,785900,0,9000000,360,0,Urban
Male,Yes,0,Graduate,No,366600,0,21400000,360,1,Rural
Male,Yes,1,Not Graduate,No,558300,284500,11300000,360,1,Rural
Male,Yes,0,Graduate,Yes,390900,0,16000000,360,1,Semiurban
Male,No,0,Graduate,,446300,0,0,360,1,Semiurban
Male,No,0,Not Graduate,No,408200,0,10000000,360,1,Rural
Male,Yes,0,Graduate,,529300,240000,46000000,360,,Rural
Male,Yes,0,Not Graduate,No,261300,0,18700000,60,1,Urban
Male,Yes,0,Graduate,No,413600,205700,9800000,360,,Rural
Male,No,2,Graduate,,364300,0,13200000,360,1,Urban
Male,Yes,0,Not Graduate,No,385900,0,12500000,360,0,Rural
Male,No,1,Graduate,No,433300,307700,18700000,360,0,Urban
Male,No,1,Not Graduate,No,274700,1398300,13900000,360,1,Urban
Male,Yes,1,Graduate,No,327100,0,22500000,360,,Semiurban
Male,Yes,0,Graduate,No,254000,0,6800000,360,0,Semiurban
Female,Yes,3+,Graduate,No,370800,0,11000000,360,1,Rural
Male,Yes,0,Not Graduate,No,685800,108300,11800000,360,1,Urban
Male,Yes,0,Graduate,No,291400,247400,15000000,360,1,Semiurban
Male,Yes,2,Graduate,No,408300,461400,9300000,36,0,Urban
Female,Yes,0,Graduate,No,216500,0,10000000,360,,Rural
Male,Yes,2,Not Graduate,No,582300,0,18500000,360,1,Rural
Male,No,0,Graduate,No,415800,2400000,7800000,480,0,Rural
Female,Yes,0,Graduate,No,446300,380900,7000000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,625000,0,20900000,360,1,Semiurban
Male,No,0,Graduate,Yes,130000,458300,10800000,360,1,Urban
Male,Yes,0,Not Graduate,No,500000,176800,10900000,360,,Rural
Male,Yes,0,Graduate,No,433300,0,20000000,360,1,Semiurban
Female,Yes,0,Graduate,No,273300,0,6500000,360,1,Semiurban
Male,Yes,,Graduate,No,390900,212500,10800000,360,0,Urban
Male,Yes,0,Graduate,No,278300,0,14000000,360,1,Semiurban
Male,No,3+,Graduate,,241200,0,10400000,360,1,Semiurban
Male,Yes,1,Graduate,No,378500,254600,12500000,360,1,Urban
Male,No,0,Graduate,No,785900,0,4000000,360,,Rural
Male,No,1,Graduate,No,378600,0,15900000,360,1,Semiurban
Female,Yes,2,Not Graduate,No,326800,0,12000000,360,0,Semiurban
Female,Yes,0,Graduate,No,1498700,0,11000000,360,1,Urban
Female,No,1,Graduate,No,433300,0,21300000,360,,Semiurban
Female,No,2,Graduate,No,309100,170700,8000000,360,0,Rural
Male,Yes,1,Graduate,No,449000,29200,12000000,360,1,Urban
Male,Yes,1,Graduate,,292200,0,12200000,360,1,Semiurban
Male,Yes,3+,Graduate,,1000000,291600,17600000,360,1,Urban
Male,Yes,0,Graduate,No,356400,0,7900000,360,1,Semiurban
Male,No,1,Graduate,No,900000,216600,9400000,360,1,Semiurban
Male,Yes,0,Graduate,Yes,298200,330800,4600000,480,1,Semiurban
Female,Yes,0,Not Graduate,No,408300,0,10800000,360,1,Rural
Female,Yes,0,Graduate,No,343600,0,8000000,360,1,Semiurban
Female,Yes,0,Graduate,No,358300,339600,10800000,360,1,Semiurban
Male,No,1,Graduate,No,254500,0,11000000,300,0,Semiurban
Male,No,2,Graduate,No,466700,0,15900000,84,1,Urban
Female,Yes,0,Graduate,No,350000,0,10800000,360,1,Semiurban
Male,No,1,Not Graduate,No,251300,0,10000000,180,,Semiurban
Male,No,0,Graduate,No,215700,149700,36000000,180,1,Urban
Female,Yes,3+,Graduate,Yes,306600,263200,11700000,360,1,Urban
Male,No,2,Graduate,No,416700,0,9900000,360,1,Urban
Male,No,1,Graduate,No,522500,0,13000000,360,0,Rural
Male,Yes,1,Graduate,,265400,0,14100000,360,1,Urban
Male,No,0,Graduate,,356400,0,6400000,360,1,Urban
Male,No,1,Graduate,No,357100,0,11300000,240,1,Urban
Male,Yes,1,Not Graduate,No,334300,0,27500000,360,1,Urban
Male,Yes,0,Graduate,No,583300,18700,20900000,360,0,Semiurban
Male,No,1,Graduate,Yes,572000,0,11400000,360,1,Urban
Female,No,0,Graduate,Yes,333300,0,16200000,360,0,Semiurban
Male,Yes,0,Graduate,No,250000,0,11300000,480,1,Semiurban
Male,No,0,Graduate,No,785900,0,12300000,360,1,Rural
Male,Yes,3+,Graduate,No,265400,0,29700000,360,0,Semiurban
Male,Yes,1,Graduate,No,363400,333300,15000000,360,1,Urban
Male,Yes,1,Graduate,No,159900,0,16000000,360,1,Rural
Male,Yes,0,Not Graduate,No,650000,170400,18000000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,301500,0,10000000,360,1,Semiurban
Male,No,0,Graduate,No,900000,641400,8000000,360,1,Urban
Male,No,2,Graduate,No,291400,213000,14300000,360,1,Semiurban
Male,Yes,3+,Graduate,No,298200,135000,11000000,360,1,Rural
Female,No,0,Not Graduate,No,315900,0,17600000,360,1,Semiurban
Male,Yes,0,Graduate,,460900,111000,39000000,360,1,Semiurban
Male,Yes,3+,Not Graduate,No,292500,0,11300000,360,1,Semiurban
Male,Yes,0,Graduate,No,318000,0,12500000,360,1,Rural
Male,No,1,Graduate,No,474200,0,5500000,360,1,Rural
Male,Yes,0,Graduate,Yes,351000,0,10400000,360,1,Semiurban
Female,No,1,Not Graduate,No,735000,0,17000000,360,,Rural
Male,No,0,Graduate,No,371900,396700,0,360,0,Rural
Male,No,0,Graduate,No,650000,155000,18700000,360,0,Urban
Female,Yes,0,Graduate,No,325000,0,16000000,360,1,Urban
,Yes,3+,Graduate,No,151600,0,10000000,360,,Semiurban
Male,No,1,Graduate,No,376500,273000,5000000,360,0,Semiurban
,No,2,Not Graduate,No,222600,218300,10500000,180,1,Rural
Male,Yes,2,Graduate,No,1016600,0,16200000,360,,Rural
Male,Yes,0,Not Graduate,No,408300,0,16000000,360,1,Urban
Male,No,1,Not Graduate,No,400900,0,21300000,360,1,Semiurban
Male,Yes,3+,Graduate,No,750000,0,13500000,360,1,Semiurban
Male,Yes,2,Graduate,No,356400,0,9500000,180,1,Rural
Male,No,1,Not Graduate,No,326800,0,10800000,360,1,Semiurban
Male,No,0,Not Graduate,No,685800,0,8000000,360,1,Semiurban
Male,No,0,Graduate,No,400000,0,18700000,360,1,Urban
Male,No,3+,Not Graduate,No,188800,0,21400000,360,1,Urban
Male,No,2,Not Graduate,No,583300,0,15100000,360,,Semiurban
Male,Yes,3+,Graduate,No,433300,0,7200000,360,1,Semiurban
Female,Yes,3+,Not Graduate,Yes,452100,0,12400000,6,1,Semiurban
Male,Yes,1,Not Graduate,,424600,144200,30000000,180,1,Rural
Male,Yes,1,Graduate,,511900,0,12200000,360,1,Semiurban
Female,Yes,2,Graduate,No,445600,284500,10000000,360,1,Urban
Male,No,3+,Graduate,No,433300,0,11300000,360,0,Semiurban
Male,Yes,2,Graduate,No,625000,279200,10200000,360,1,Semiurban
Male,Yes,,Not Graduate,No,241200,314800,10200000,360,0,Urban
Male,No,0,Graduate,Yes,491200,0,4800000,360,,Semiurban
Male,Yes,0,Graduate,Yes,466600,425600,11700000,360,1,Rural
Male,Yes,0,Graduate,No,538400,0,10400000,360,1,Rural
Male,No,0,Not Graduate,No,500000,0,16000000,360,0,Urban
Female,No,3+,Graduate,No,341800,150000,11400000,240,1,Semiurban
Male,No,3+,Graduate,No,350000,0,13800000,360,,Urban
Male,No,,Graduate,No,343600,0,11800000,60,1,Rural
Female,Yes,,Graduate,No,855000,294500,11000000,360,1,Rural
Male,Yes,1,Graduate,No,250000,0,13800000,360,1,Urban
Male,Yes,,Graduate,No,518400,0,8000000,360,1,Urban
Male,No,0,Not Graduate,No,570800,0,6700000,360,1,Urban
Male,No,3+,Graduate,No,538400,510500,16200000,360,1,Rural
Male,No,1,Not Graduate,No,1016600,176000,13500000,360,0,Semiurban
Female,Yes,3+,Graduate,No,350000,400000,18500000,360,1,Urban
Male,Yes,0,Graduate,No,210700,800000,8100000,350,1,Urban
Male,Yes,0,Graduate,Yes,440200,0,14300000,360,,Rural
Male,No,0,Not Graduate,No,307100,343500,15000000,360,0,Urban
Male,No,0,Not Graduate,,750000,238200,22500000,360,1,Urban
Male,Yes,,Not Graduate,Yes,401000,0,10200000,360,1,Urban
Male,No,3+,Graduate,Yes,415000,0,13800000,360,1,Urban
Male,No,1,Not Graduate,No,316600,283300,13000000,360,1,Urban
Male,Yes,0,Not Graduate,No,333300,0,10000000,360,0,Urban
Male,Yes,1,Graduate,No,223100,0,13000000,360,0,Semiurban
Male,No,1,Not Graduate,No,200000,0,18700000,300,1,Urban
Female,Yes,0,Graduate,No,1600000,0,14600000,360,0,Semiurban
Male,No,2,Graduate,No,485500,343500,8500000,360,1,Semiurban
Male,Yes,0,Graduate,No,357900,0,16500000,360,1,Urban
Male,No,0,Graduate,Yes,408300,0,9500000,360,1,Urban
,Yes,3+,Graduate,No,324200,0,8100000,240,1,Urban
Male,No,0,Graduate,No,1089000,0,10400000,360,,Semiurban
Female,No,1,Graduate,No,235600,0,20800000,360,1,Rural
Male,No,2,Graduate,No,505800,0,17600000,360,1,Rural
Female,Yes,2,Graduate,No,1089000,284500,9900000,120,1,Rural
Female,Yes,3+,Graduate,No,385900,0,12200000,360,1,Urban
Male,Yes,2,Not Graduate,No,415000,256500,11800000,180,1,Semiurban
Male,No,0,Graduate,No,783000,70000,14000000,360,0,Semiurban
Male,No,3+,Not Graduate,No,341700,162000,15000000,360,1,Urban
Male,No,1,Graduate,No,241500,29200,12800000,60,1,Semiurban
Male,No,2,Not Graduate,No,371900,0,11600000,360,1,Urban
Female,Yes,0,Graduate,No,250000,0,12500000,360,0,Rural
Male,No,3+,Graduate,,234000,0,13300000,360,0,Urban
Male,Yes,0,Graduate,No,408300,0,13000000,360,,Urban
Male,Yes,,Graduate,No,833400,236000,13900000,360,1,Urban
Male,Yes,0,Graduate,No,378600,0,10000000,360,1,Rural
Male,No,1,Graduate,No,626000,0,8400000,360,1,Urban
Male,Yes,1,Graduate,No,900000,70000,13800000,360,1,Urban
Female,Yes,2,Not Graduate,No,415800,0,12500000,360,1,Rural
Male,Yes,3+,Graduate,No,301600,130000,12500000,360,1,Urban
Female,No,0,Not Graduate,No,222600,108300,11000000,360,0,Rural
Male,Yes,0,Graduate,No,215700,0,8100000,360,1,Rural
Male,Yes,1,Graduate,No,1250000,0,17000000,360,1,Semiurban
Male,No,0,Graduate,No,378500,0,13500000,360,1,Urban
Female,No,0,Not Graduate,Yes,375400,199800,39000000,360,0,Urban
Female,Yes,0,Not Graduate,No,266600,159400,8000000,360,0,Urban
Male,Yes,0,Graduate,No,433300,366400,10000000,360,1,Urban
Male,Yes,3+,Graduate,No,395800,0,0,360,1,Urban
Male,No,3+,Graduate,No,357100,0,12000000,360,0,Semiurban
Male,No,0,Not Graduate,No,357900,347000,7400000,180,1,Rural
Male,No,3+,Graduate,No,916700,0,8400000,360,0,Rural
Female,Yes,0,Graduate,No,401000,0,13000000,360,1,Semiurban
Female,Yes,0,Graduate,No,240000,0,0,360,1,Urban
Female,No,0,Graduate,No,413600,218300,18500000,360,1,Semiurban
Female,Yes,0,Graduate,Yes,485500,128700,9400000,360,1,Semiurban
Male,Yes,0,Graduate,No,408300,43700,7700000,360,1,Urban
Female,Yes,2,Graduate,No,245800,100000,7800000,180,1,Semiurban
Male,Yes,0,Graduate,No,735000,325000,17700000,360,1,Urban
Female,Yes,0,Graduate,No,307400,0,11000000,360,1,Rural
Male,Yes,1,Graduate,No,339100,0,9500000,360,,Rural
Male,No,1,Graduate,Yes,350000,500000,10800000,360,,Rural
Male,No,1,Graduate,No,433300,0,28000000,360,1,Semiurban
Male,Yes,3+,Graduate,No,333300,0,12000000,360,,Rural
Female,Yes,1,Graduate,No,581700,425600,3000000,360,1,Semiurban
Male,No,3+,Graduate,No,390100,330800,7600000,360,1,Semiurban
Female,No,0,Graduate,No,388700,0,7000000,360,1,Semiurban
Male,No,3+,Graduate,No,350700,196300,15800000,360,1,Semiurban
Male,Yes,0,Graduate,No,240000,0,18300000,360,1,Rural
Male,Yes,2,Graduate,No,350000,273000,11000000,360,1,Urban
Male,Yes,0,Graduate,No,236600,0,18100000,360,1,Urban
Male,Yes,0,Not Graduate,No,279200,0,13000000,360,1,Urban
Male,Yes,3+,Graduate,Yes,292200,292500,13000000,360,,Urban
Male,Yes,0,Not Graduate,No,324200,0,18000000,360,1,Semiurban
Female,No,3+,Graduate,Yes,476800,135000,0,360,0,Urban
Female,Yes,1,Graduate,No,164700,254600,18700000,360,1,Urban
,Yes,0,Graduate,No,301600,130000,20000000,360,1,Rural
Male,Yes,2,Graduate,No,350000,0,14900000,300,1,Urban
Male,Yes,0,Not Graduate,No,833400,108300,10100000,360,1,Semiurban
,Yes,3+,Not Graduate,No,236000,0,11800000,360,1,Semiurban
Female,Yes,2,Not Graduate,Yes,388100,229100,10200000,360,1,Rural
Male,No,2,Not Graduate,No,226200,0,8700000,360,1,Semiurban
Male,Yes,3+,Graduate,No,234000,29600,5900000,360,1,Urban
Male,Yes,1,Graduate,No,760000,0,14700000,360,1,Urban
Male,Yes,0,Graduate,Yes,401000,0,15900000,360,1,Urban
Male,Yes,1,Not Graduate,No,1016600,0,13500000,360,1,Urban
Male,Yes,0,Graduate,,339100,150000,26000000,180,1,Urban
Male,Yes,1,Graduate,No,344500,0,7500000,360,1,Rural
Male,Yes,1,Graduate,No,472700,82800,10000000,360,1,Urban
Male,Yes,0,Graduate,No,203800,298800,15500000,360,1,Semiurban
Male,Yes,1,Not Graduate,,472700,0,11000000,360,1,Urban
Male,Yes,0,Graduate,No,566700,293500,12000000,360,1,Semiurban
Female,Yes,0,Graduate,No,294200,800000,9000000,360,1,Semiurban
Male,No,2,Graduate,No,433300,0,13800000,360,1,Semiurban
Male,Yes,1,Graduate,No,833300,0,7000000,360,,Semiurban
Male,Yes,1,Graduate,Yes,343600,0,25700000,360,1,Semiurban
Male,No,1,Graduate,No,1363300,269000,10800000,360,0,Urban
Male,No,3+,Graduate,No,470900,0,15000000,180,1,Semiurban
Male,No,3+,Graduate,No,226800,0,10800000,360,1,Rural
Female,Yes,0,Graduate,No,266600,358300,12400000,360,1,Semiurban
Male,Yes,1,Graduate,No,783000,115200,9400000,360,0,Semiurban
Female,Yes,3+,Not Graduate,No,496800,290000,36000000,360,,Urban
Female,Yes,3+,Graduate,No,844900,0,10800000,180,1,Semiurban
Female,Yes,2,Graduate,No,203800,0,23200000,240,1,Urban
Male,Yes,0,Graduate,No,558300,237400,10800000,360,1,Semiurban
Male,No,0,Graduate,No,390000,0,12500000,480,0,Urban
Female,No,2,Graduate,No,626000,0,21200000,360,1,Urban
Female,Yes,3+,Graduate,No,350000,0,12200000,360,1,Urban
Male,Yes,0,Graduate,No,408300,91000,16200000,360,1,Semiurban
,No,3+,Not Graduate,No,175000,275500,4000000,360,1,Urban
Male,No,2,Graduate,Yes,350000,412300,39000000,350,0,Urban
Male,Yes,3+,Graduate,Yes,318000,160000,18700000,6,,Semiurban
Male,Yes,0,Graduate,No,250000,351000,3000000,360,,Semiurban
Male,Yes,1,Graduate,No,408300,0,7100000,360,1,Rural
Male,Yes,0,Graduate,No,491200,0,12200000,84,,Rural
Male,No,1,Graduate,No,327600,0,13000000,360,,Semiurban
Male,Yes,0,Graduate,,375400,279200,8100000,360,1,Semiurban
Male,Yes,3+,Graduate,No,466600,0,14300000,360,1,Urban
Male,No,0,Not Graduate,No,188800,0,13100000,360,1,Semiurban
Male,Yes,1,Not Graduate,No,375400,140000,12200000,360,0,Rural
Male,No,3+,Not Graduate,,307100,0,15000000,12,0,Urban
Female,Yes,0,Graduate,No,308900,0,8100000,360,1,Urban
Male,Yes,3+,Graduate,No,253900,200000,10000000,180,1,Urban
Male,Yes,3+,Graduate,No,266600,229100,6500000,360,1,Rural
Male,Yes,0,Graduate,No,216500,425600,18500000,360,0,Semiurban
Female,Yes,0,Graduate,No,265400,0,13900000,360,1,Semiurban
Male,Yes,2,Graduate,,357100,244400,12000000,360,1,Semiurban
Male,No,3+,Not Graduate,No,424600,351000,11500000,360,1,Urban
Female,Yes,2,Graduate,No,350000,0,7000000,360,1,Rural
Female,Yes,1,Not Graduate,No,366700,75000,13800000,360,1,Rural
Female,No,2,Not Graduate,No,570800,366400,13000000,360,1,Semiurban
Male,No,2,Not Graduate,No,289600,0,14200000,360,1,Urban
Male,No,3+,Graduate,No,375400,156000,11300000,360,0,Rural
Male,No,2,Graduate,No,250000,391600,12500000,360,1,Semiurban
Female,Yes,0,Graduate,Yes,306600,412300,10000000,360,1,Rural
Male,Yes,0,Graduate,,291400,110300,13100000,360,0,Rural
Female,Yes,1,Graduate,No,309100,0,10000000,360,1,Semiurban
Male,No,1,Not Graduate,No,233300,0,17700000,360,,Urban
Male,Yes,0,Graduate,No,372900,121300,15000000,360,,Urban
Male,No,0,Graduate,No,188800,178800,13000000,360,1,Semiurban
Female,No,2,Graduate,No,294200,238200,21200000,360,1,Urban
Male,No,3+,Not Graduate,No,318600,0,9000000,360,0,Rural
Male,Yes,2,Graduate,No,285500,0,12200000,360,1,Urban
Male,Yes,0,Graduate,Yes,470900,343500,11600000,360,0,Semiurban
Male,Yes,3+,Not Graduate,No,440200,0,18500000,360,1,Urban
Male,No,0,Graduate,No,411600,191700,18500000,360,1,Rural
Female,Yes,2,Graduate,No,472700,191700,12500000,360,1,Urban
Male,Yes,0,Graduate,No,870300,0,11000000,360,1,Urban
Female,Yes,2,Not Graduate,No,318800,83300,17000000,360,1,Urban
Male,Yes,2,Not Graduate,Yes,433300,0,10800000,360,1,Rural
Male,No,1,Graduate,No,341800,0,18700000,360,1,Rural
Female,Yes,,Not Graduate,No,318600,0,11000000,480,1,Rural
Male,No,0,Graduate,No,350000,0,6800000,180,1,Semiurban
Male,Yes,0,Not Graduate,No,500000,0,16200000,360,1,Rural
Male,Yes,2,Graduate,No,445600,205700,18500000,360,,Semiurban
Male,No,0,Not Graduate,No,307300,218300,8000000,360,0,Urban
Male,Yes,3+,Graduate,No,448300,18700,13500000,360,1,Urban
,Yes,1,Not Graduate,No,327100,273000,13000000,240,1,Urban
Female,Yes,0,Graduate,No,378600,0,8100000,360,0,Semiurban
Male,Yes,2,Graduate,No,466700,425600,18000000,360,0,Urban
Male,Yes,0,Not Graduate,No,583300,0,8100000,360,0,Urban
Male,Yes,0,Not Graduate,No,408300,208800,13000000,360,1,Urban
Male,Yes,2,Graduate,No,433300,125000,9600000,360,1,Urban
Male,Yes,2,Graduate,No,433400,180000,17600000,360,1,Urban
Male,No,3+,Graduate,No,229200,0,15800000,360,1,Rural
Male,Yes,2,Not Graduate,No,582300,91000,20000000,360,1,Urban
Male,No,,Graduate,No,390100,25000,11300000,360,0,Urban
Male,No,0,Graduate,No,377200,0,12500000,360,1,Urban
Male,Yes,1,Not Graduate,Yes,566700,158500,13800000,360,0,Urban
Male,Yes,1,Graduate,No,616600,125000,12500000,360,1,Rural
Male,No,0,Graduate,No,377200,0,18700000,360,0,Rural
Male,No,0,Not Graduate,No,581700,0,12000000,360,1,Urban
Female,Yes,0,Graduate,No,750000,391600,14800000,,1,Rural
Male,No,1,Not Graduate,No,433300,372500,10800000,360,1,Rural
Female,Yes,2,Graduate,No,350800,0,16200000,480,1,Semiurban
Male,No,0,Not Graduate,No,57000,0,7000000,360,1,Urban
,Yes,3+,Graduate,No,285800,145600,18500000,360,,Semiurban
Male,Yes,2,Not Graduate,No,313200,223300,18500000,360,1,Urban
Female,Yes,2,Graduate,No,296400,91000,0,360,1,Urban
Male,No,0,Not Graduate,No,750000,461400,5700000,360,1,Semiurban
Male,Yes,,Graduate,No,500000,380300,13000000,360,1,Urban
Male,No,0,Not Graduate,No,287500,0,16000000,360,1,Rural
Male,Yes,3+,Graduate,No,341700,283300,10800000,360,1,Urban
Male,No,0,Not Graduate,No,350000,112000,19900000,360,1,Urban
Male,Yes,1,Graduate,No,408300,176200,7000000,360,1,Semiurban
Male,No,1,Not Graduate,,1308300,396700,10000000,360,1,Urban
Female,Yes,0,Not Graduate,No,433300,0,17600000,360,1,Urban
Male,Yes,0,Graduate,No,466700,0,12200000,360,1,Urban
Male,No,0,Graduate,No,452300,0,11800000,360,1,Urban
Male,Yes,3+,Graduate,No,247800,155800,10000000,360,1,Semiurban
Male,Yes,0,Graduate,No,240000,0,9000000,360,1,Urban
Male,Yes,3+,Graduate,No,358300,0,11000000,360,1,Semiurban
Male,Yes,1,Graduate,No,402800,0,18000000,360,0,Semiurban
Female,No,2,Graduate,No,341800,0,12500000,360,1,Urban
